Gender,Education Level,Marital Status,Income,Credit Score,Employment Status,Debt-to-Income Ratio,Risk Rating
Non-binary,High School,Divorced,44798,742,Unemployed,0.300860446,Low
Female,Master's,Single,93269,669,Unemployed,0.540179233,High
Male,Bachelor's,Widowed,97798,,Self-employed,0.268104506,Low
Non-binary,PhD,Widowed,48893,681,Employed,0.15670683,Low
Male,Master's,Widowed,37752,601,Employed,0.37087851,High
Female,Bachelor's,Single,,783,Self-employed,0.573192293,Low
Female,Bachelor's,Divorced,29461,736,Unemployed,0.344417631,Low
Male,PhD,Married,96620,686,Unemployed,0.335504114,Low
Male,High School,Divorced,96749,666,Self-employed,0.277218296,Low
Non-binary,PhD,Divorced,49846,717,Unemployed,0.385431268,High
Non-binary,Master's,Widowed,25017,,Self-employed,0.137438424,High
Non-binary,Bachelor's,Widowed,33157,764,Unemployed,0.253706505,High
Non-binary,Bachelor's,Single,,771,Employed,0.305927253,Low
Female,Master's,Single,57976,,Self-employed,0.152659445,High
Female,High School,Widowed,,721,Self-employed,0.230826544,Low
Male,Bachelor's,Divorced,74020,632,Self-employed,0.311797289,Low
Non-binary,Bachelor's,Widowed,100541,691,Self-employed,0.328771275,Low
Non-binary,High School,Widowed,108287,749,Self-employed,0.116604707,Low
Female,Bachelor's,Widowed,34860,653,Self-employed,0.254494702,Low
Female,Bachelor's,Widowed,89741,689,Unemployed,0.286218609,High
Male,PhD,Widowed,111586,735,Self-employed,0.324773233,High
Non-binary,Bachelor's,Married,60834,687,Unemployed,0.488807751,High
Non-binary,Bachelor's,Single,,711,Unemployed,0.520792111,Low
Female,Bachelor's,Widowed,97271,,Unemployed,0.48836654,High
Non-binary,Bachelor's,Widowed,32583,794,Unemployed,0.490590075,High
Male,PhD,Divorced,57921,723,Unemployed,0.346367337,Low
Female,Bachelor's,Single,,669,Self-employed,0.505444096,High
Non-binary,Bachelor's,Married,,623,Employed,0.259854483,High
Non-binary,PhD,Married,113829,723,Unemployed,0.403637694,High
Non-binary,PhD,Widowed,83769,677,Employed,0.493048822,Low
Non-binary,PhD,Single,90959,734,Unemployed,0.568078741,Low
Male,PhD,Widowed,,625,Employed,0.546725597,High
Female,PhD,Single,119532,724,Employed,0.209782085,High
Non-binary,High School,Widowed,20972,,Self-employed,0.154945607,High
Female,PhD,Widowed,,742,Employed,0.514006857,Low
Male,PhD,Married,72032,783,Self-employed,0.356696989,High
Male,PhD,Married,40319,705,Employed,0.453228851,High
Non-binary,High School,Single,50632,765,Unemployed,0.409290338,High
Non-binary,PhD,Divorced,28417,788,Employed,0.204915356,Low
Male,High School,Single,99852,644,Employed,0.308002131,Low
Female,Bachelor's,Divorced,96023,643,Employed,0.319652173,High
Female,High School,Married,38227,643,Self-employed,0.23597688,Low
Non-binary,High School,Married,67796,732,Self-employed,0.272620387,Low
Male,High School,Widowed,78968,710,Unemployed,0.306952358,High
Male,PhD,Married,53926,673,Self-employed,0.153172736,Low
Female,High School,Single,90605,725,Self-employed,0.247602851,Low
Male,Bachelor's,Single,,689,Self-employed,0.143408856,Low
Non-binary,Master's,Divorced,68960,651,Employed,0.174693851,High
Male,PhD,Divorced,90320,796,Unemployed,0.557232505,Low
Female,High School,Single,113786,623,Employed,0.230189127,High
Male,Master's,Widowed,34718,672,Unemployed,0.17234649,Low
Non-binary,PhD,Widowed,46173,629,Self-employed,0.593142138,Low
Non-binary,Bachelor's,Widowed,43466,782,Unemployed,0.48979578,Low
Non-binary,Bachelor's,Divorced,102542,708,Unemployed,0.115668888,Low
Non-binary,High School,Single,45274,773,Self-employed,0.210949284,High
Female,Master's,Widowed,111499,686,Unemployed,0.304705049,High
Non-binary,High School,Divorced,75578,721,Employed,0.550758644,Low
Non-binary,Master's,Widowed,68875,700,Self-employed,0.242262909,Low
Non-binary,Bachelor's,Divorced,81671,,Self-employed,0.548468092,High
Female,PhD,Divorced,99833,,Employed,0.594529255,Low
Female,Bachelor's,Widowed,56973,652,Unemployed,0.246658732,Low
Non-binary,Master's,Widowed,,,Self-employed,0.237598723,High
Female,Bachelor's,Married,101751,672,Unemployed,0.495525563,Low
Non-binary,High School,Married,102979,,Employed,0.581562097,Low
Female,High School,Married,28294,638,Unemployed,0.514007554,Low
Non-binary,PhD,Widowed,89669,667,Unemployed,0.129177903,Low
Female,PhD,Married,27004,774,Employed,0.181767915,High
Male,PhD,Married,,735,Unemployed,0.385437716,Low
Non-binary,Bachelor's,Single,70109,612,Employed,0.130603195,High
Female,Master's,Divorced,106371,670,Employed,0.335833114,Low
Female,Bachelor's,Widowed,61341,693,Unemployed,0.375191935,Low
Non-binary,Master's,Divorced,73619,776,Employed,0.362048187,Low
Female,PhD,Divorced,95096,772,Employed,0.153546817,Low
Female,High School,Single,85057,679,Employed,0.326644537,High
Male,Bachelor's,Divorced,42844,778,Self-employed,0.55352899,High
Non-binary,PhD,Widowed,,734,Employed,0.566287013,Low
Male,High School,Widowed,78073,702,Employed,0.190791262,Low
Male,PhD,Divorced,,721,Employed,0.578170891,High
Male,PhD,Divorced,63093,,Self-employed,0.419074273,High
Female,Master's,Single,116102,686,Self-employed,0.315123913,Low
Male,Master's,Single,38961,679,Self-employed,0.331503838,High
Female,Bachelor's,Married,94217,,Employed,0.201054402,High
Non-binary,PhD,Single,119332,630,Employed,0.464114496,High
Male,PhD,Married,30511,643,Self-employed,0.16189538,Low
Female,Bachelor's,Divorced,52308,642,Employed,0.133926619,High
Non-binary,High School,Divorced,22966,680,Self-employed,0.588902962,Low
Female,PhD,Single,,,Unemployed,0.57781678,High
Non-binary,PhD,Divorced,24454,700,Employed,0.272561776,Low
Female,Bachelor's,Single,68330,741,Unemployed,0.182683509,Low
Non-binary,Master's,Married,66779,758,Employed,0.166936447,High
Female,PhD,Single,50785,675,Self-employed,0.111106043,High
Non-binary,PhD,Divorced,117384,768,Self-employed,0.230249555,High
Male,High School,Married,,717,Unemployed,0.336113344,High
Female,Master's,Widowed,43950,630,Employed,0.556381244,High
Male,High School,Single,108479,756,Unemployed,0.199406073,High
Non-binary,Bachelor's,Single,106994,727,Self-employed,0.461401876,Low
Non-binary,Bachelor's,Single,81710,722,Unemployed,0.228687564,Low
Female,PhD,Divorced,111005,731,Employed,0.156844266,Low
Female,Bachelor's,Divorced,110073,662,Unemployed,0.169338169,Low
Male,Master's,Divorced,78051,,Employed,0.446544934,Low
Non-binary,Master's,Widowed,110197,642,Employed,0.514386805,Low
Male,Bachelor's,Married,110444,726,Self-employed,0.496959593,Low
Male,Master's,Divorced,73625,,Employed,0.277857282,High
Non-binary,PhD,Married,48892,623,Unemployed,0.481389334,Low
Female,Master's,Divorced,95400,768,Unemployed,0.1454004,Low
Female,Master's,Widowed,108271,604,Employed,0.563960886,Low
Male,PhD,Married,102805,735,Unemployed,0.592882189,Low
Female,Bachelor's,Divorced,44136,793,Employed,0.18227568,High
Female,High School,Married,73276,717,Employed,0.245910983,High
Female,Bachelor's,Single,,,Employed,0.43480148,High
Female,High School,Married,45367,,Employed,0.507975249,Low
Non-binary,PhD,Married,43107,652,Unemployed,0.236961055,High
Non-binary,High School,Single,50054,669,Self-employed,0.398731253,High
Male,PhD,Married,37745,,Unemployed,0.106142336,Low
Non-binary,High School,Married,27089,720,Self-employed,0.577377213,High
Non-binary,PhD,Divorced,54019,738,Employed,0.320158038,Low
Male,PhD,Widowed,54407,,Self-employed,0.329529426,High
Male,Bachelor's,Divorced,87857,665,Unemployed,0.441831161,Low
Non-binary,PhD,Single,24476,616,Employed,0.386979295,High
Female,PhD,Widowed,,644,Self-employed,0.27314247,Low
Male,High School,Divorced,92855,615,Employed,0.246012658,Low
Male,Bachelor's,Married,56790,744,Unemployed,0.103322448,Low
Male,High School,Divorced,81877,691,Employed,0.15481121,Low
Male,Bachelor's,Single,37878,,Employed,0.383373174,High
Non-binary,PhD,Married,,630,Employed,0.259367153,Low
Non-binary,Master's,Married,88595,765,Self-employed,0.233088631,High
Female,Master's,Single,66576,651,Self-employed,0.336273548,High
Male,Master's,Single,95876,797,Employed,0.147536991,Low
Non-binary,Bachelor's,Married,108762,724,Employed,0.587845065,High
Female,Master's,Widowed,76422,,Employed,0.336128042,Low
Female,Bachelor's,Married,64273,777,Self-employed,0.150295315,High
Male,Bachelor's,Single,59950,796,Employed,0.106250831,Low
Non-binary,Bachelor's,Married,94714,779,Unemployed,0.357802854,Low
Non-binary,High School,Widowed,90043,643,Employed,0.29983784,Low
Non-binary,High School,Single,54593,628,Self-employed,0.41557777,Low
Male,Master's,Divorced,116665,787,Unemployed,0.445538131,Low
Female,PhD,Married,,691,Self-employed,0.121820622,Low
Non-binary,PhD,Married,42487,640,Employed,0.329723591,High
Male,Bachelor's,Single,28301,661,Self-employed,0.517500684,High
Non-binary,Master's,Widowed,90561,659,Unemployed,0.152168792,High
Non-binary,Bachelor's,Widowed,,606,Self-employed,0.512939801,Low
Male,Master's,Married,,757,Unemployed,0.297835707,High
Non-binary,Master's,Divorced,104192,741,Employed,0.559545823,Low
Female,Bachelor's,Divorced,,727,Employed,0.200301049,High
Female,High School,Married,78479,701,Employed,0.128213466,Low
Female,PhD,Single,,659,Employed,0.506210232,Low
Male,Master's,Married,65101,614,Self-employed,0.369826733,Low
Non-binary,PhD,Married,58458,779,Unemployed,0.293070744,High
Non-binary,High School,Divorced,107242,613,Employed,0.240309766,Low
Non-binary,PhD,Married,,749,Unemployed,0.481995837,Low
Non-binary,Bachelor's,Widowed,,763,Unemployed,0.158429127,Low
Male,Bachelor's,Widowed,38423,790,Employed,0.385555667,Low
Non-binary,Master's,Single,68001,690,Unemployed,0.29210826,High
Male,Bachelor's,Single,21195,753,Self-employed,0.432256091,Low
Male,Master's,Married,110203,639,Self-employed,0.2819374,Low
Male,Master's,Married,66996,675,Unemployed,0.127056973,Low
Female,PhD,Widowed,70559,744,Unemployed,0.241869324,High
Male,Master's,Divorced,110680,782,Employed,0.30257592,High
Non-binary,Bachelor's,Married,58664,652,Employed,0.407569619,Low
Female,PhD,Married,92076,,Self-employed,0.223128676,High
Male,High School,Married,92231,672,Self-employed,0.506064044,Low
Male,PhD,Widowed,83211,754,Employed,0.437862103,High
Male,Bachelor's,Widowed,98314,625,Employed,0.455985401,High
Male,Bachelor's,Divorced,42887,677,Self-employed,0.13517621,High
Non-binary,PhD,Married,111544,748,Self-employed,0.55140403,Low
Male,Master's,Single,113528,648,Self-employed,0.452257264,Low
Non-binary,PhD,Single,26421,688,Unemployed,0.232940657,Low
Female,Master's,Single,33107,794,Self-employed,0.212985165,Low
Female,PhD,Divorced,22703,665,Self-employed,0.417962284,High
Female,High School,Single,68120,657,Employed,0.550016182,High
Female,Bachelor's,Single,,,Employed,0.395178294,Low
Female,Bachelor's,Single,76251,,Employed,0.471315065,Low
Non-binary,High School,Married,,630,Unemployed,0.29048368,Low
Male,Master's,Single,57462,,Self-employed,0.505555684,Low
Female,High School,Married,110179,749,Self-employed,0.525626534,High
Male,High School,Divorced,90599,,Unemployed,0.468090608,Low
Female,High School,Divorced,96230,671,Unemployed,0.538377405,High
Non-binary,PhD,Widowed,,639,Unemployed,0.414080626,High
Female,Bachelor's,Widowed,42030,665,Self-employed,0.101513769,Low
Male,Bachelor's,Divorced,97614,601,Self-employed,0.470057371,High
Male,PhD,Married,104075,693,Employed,0.297267127,Low
Male,High School,Married,71885,,Employed,0.324896472,High
Female,High School,Married,115157,737,Employed,0.287578231,High
Male,Bachelor's,Divorced,49482,729,Unemployed,0.399701221,Low
Male,Master's,Single,91980,668,Self-employed,0.247261083,Low
Male,Master's,Widowed,31333,770,Employed,0.12386906,High
Female,Bachelor's,Divorced,29605,649,Unemployed,0.432843017,Low
Non-binary,PhD,Divorced,67361,,Unemployed,0.206683048,Low
Male,High School,Married,33403,627,Employed,0.206581809,High
Non-binary,Master's,Widowed,77751,683,Employed,0.462628924,High
Non-binary,PhD,Married,35091,770,Employed,0.317153918,High
Female,Bachelor's,Divorced,,,Unemployed,0.577642445,Low
Non-binary,PhD,Single,69190,,Employed,0.4572276,High
Female,Bachelor's,Single,,760,Self-employed,0.18324047,High
Male,Master's,Married,112302,793,Unemployed,0.360279078,Low
Female,Master's,Married,43039,671,Self-employed,0.438732388,High
Male,High School,Married,21316,682,Unemployed,0.168292444,Low
Male,Master's,Widowed,90600,684,Employed,0.378533718,High
Male,PhD,Married,81336,644,Employed,0.408051121,Low
Non-binary,Bachelor's,Married,,783,Employed,0.234495424,High
Female,Master's,Widowed,94165,709,Self-employed,0.477534127,High
Male,Bachelor's,Widowed,,617,Self-employed,0.195263507,Low
Female,High School,Married,38300,716,Unemployed,0.18815423,Low
Non-binary,Bachelor's,Single,81046,657,Employed,0.387406102,High
Non-binary,PhD,Divorced,52151,740,Unemployed,0.255499109,Low
Male,Master's,Divorced,,687,Unemployed,0.109091139,Low
Male,Bachelor's,Widowed,,777,Self-employed,0.304154964,High
Non-binary,Master's,Married,34003,748,Self-employed,0.528900546,High
Non-binary,Master's,Married,117677,687,Unemployed,0.372955898,High
Non-binary,PhD,Divorced,42443,619,Unemployed,0.448861567,Low
Male,PhD,Married,49114,,Self-employed,0.333336967,Low
Female,Bachelor's,Married,32697,727,Unemployed,0.17658116,High
Female,Master's,Divorced,48520,751,Unemployed,0.569415915,Low
Female,PhD,Divorced,60540,748,Employed,0.139843506,Low
Male,High School,Married,21783,686,Unemployed,0.226281878,Low
Male,High School,Divorced,35076,616,Employed,0.309894382,Low
Male,High School,Single,64713,762,Self-employed,0.526407919,Low
Female,Bachelor's,Divorced,87501,674,Employed,0.445721102,Low
Non-binary,High School,Single,20189,631,Employed,0.116654205,Low
Non-binary,Master's,Married,46110,666,Unemployed,0.568873615,High
Male,PhD,Single,67659,605,Employed,0.56905251,High
Female,High School,Single,,740,Employed,0.563729162,Low
Female,High School,Married,56345,639,Unemployed,0.487271589,Low
Female,High School,Single,38535,684,Self-employed,0.397689882,High
Female,PhD,Divorced,110979,,Self-employed,0.574544361,Low
Non-binary,PhD,Single,106687,712,Unemployed,0.134314496,Low
Non-binary,PhD,Single,59713,,Employed,0.425000688,High
Female,PhD,Widowed,41711,766,Self-employed,0.382859589,Low
Male,PhD,Single,34959,,Self-employed,0.209356684,High
Non-binary,PhD,Single,76982,773,Self-employed,0.503690999,Low
Female,Master's,Married,,642,Employed,0.482690117,Low
Male,PhD,Single,76332,720,Self-employed,0.249117186,Low
Non-binary,PhD,Divorced,70969,694,Employed,0.189713053,Low
Non-binary,Bachelor's,Married,22985,,Unemployed,0.580230561,Low
Non-binary,PhD,Widowed,119449,711,Unemployed,0.466426757,Low
Non-binary,Bachelor's,Single,46547,654,Employed,0.356267261,Low
Female,Master's,Married,55326,652,Self-employed,0.234362743,Low
Non-binary,Master's,Divorced,53488,,Unemployed,0.172359455,High
Male,Bachelor's,Single,48564,626,Employed,0.278043394,High
Female,PhD,Married,66978,671,Self-employed,0.172828802,Low
Female,Master's,Single,,660,Unemployed,0.544079883,High
Non-binary,High School,Single,49553,720,Unemployed,0.292267959,High
Female,High School,Widowed,50209,633,Self-employed,0.267822373,Low
Non-binary,Bachelor's,Married,58051,742,Unemployed,0.225142404,Low
Male,Master's,Widowed,85206,617,Self-employed,0.140244082,Low
Male,High School,Widowed,108148,681,Self-employed,0.183498546,Low
Female,PhD,Single,68402,751,Employed,0.540084028,Low
Female,Bachelor's,Married,33189,602,Unemployed,0.368743444,Low
Non-binary,PhD,Divorced,61003,675,Unemployed,0.41639054,Low
Non-binary,High School,Divorced,30431,,Self-employed,0.406352417,Low
Non-binary,High School,Single,22882,708,Employed,0.405214608,Low
Female,PhD,Married,,753,Employed,0.550900338,High
Non-binary,Bachelor's,Single,45489,,Unemployed,0.208214348,Low
Male,PhD,Single,27965,625,Self-employed,0.494460205,High
Female,Master's,Single,108940,768,Employed,0.34282108,Low
Male,PhD,Single,69119,,Employed,0.554764984,High
Male,High School,Divorced,49288,610,Self-employed,0.117138962,High
Female,Bachelor's,Married,,701,Self-employed,0.461500477,Low
Male,PhD,Single,96593,656,Employed,0.340954339,High
Female,High School,Divorced,52602,637,Employed,0.478750432,Low
Male,PhD,Married,89180,676,Unemployed,0.493316842,Low
Non-binary,High School,Single,,,Employed,0.406213797,High
Non-binary,Bachelor's,Single,62732,773,Unemployed,0.228369525,High
Non-binary,Master's,Widowed,118972,626,Employed,0.309380019,High
Female,High School,Divorced,75041,758,Employed,0.29575121,High
Non-binary,High School,Widowed,46809,691,Employed,0.110419286,High
Non-binary,High School,Single,30528,622,Employed,0.466036796,Low
Female,Master's,Married,23756,,Unemployed,0.557149449,High
Female,Master's,Divorced,71341,794,Unemployed,0.175569163,Low
Female,Master's,Divorced,27045,611,Employed,0.170588575,High
Female,High School,Widowed,,617,Employed,0.358176384,High
Male,Bachelor's,Married,,690,Unemployed,0.266048463,Low
Female,PhD,Married,21645,,Unemployed,0.487953974,Low
Female,Bachelor's,Divorced,71869,636,Self-employed,0.457669115,Low
Male,PhD,Widowed,95449,720,Unemployed,0.406111251,High
Non-binary,PhD,Divorced,68437,739,Employed,0.266841058,High
Male,Master's,Married,21949,642,Self-employed,0.233166923,Low
Male,Master's,Single,56303,759,Self-employed,0.135523679,Low
Non-binary,PhD,Single,,631,Unemployed,0.381048805,High
Male,High School,Divorced,,,Unemployed,0.197857626,High
Male,High School,Widowed,106653,779,Self-employed,0.448904836,High
Non-binary,Master's,Divorced,93916,678,Unemployed,0.384722059,High
Non-binary,High School,Divorced,112303,759,Employed,0.119321556,Low
Non-binary,PhD,Married,48875,713,Self-employed,0.182277969,High
Non-binary,Master's,Single,94681,,Employed,0.245149881,High
Male,High School,Married,25690,762,Unemployed,0.424819703,High
Non-binary,Master's,Single,24992,775,Unemployed,0.294161586,Low
Male,Bachelor's,Divorced,114075,683,Self-employed,0.223118607,Low
